loss,accuracy,val_loss,val_accuracy,lr
3.402907133102417,0.2127179354429245,3.225489854812622,0.24937500059604645,1e-04
2.5314693450927734,0.3719645142555237,3.0849123001098633,0.27937498688697815,1e-04
2.1334586143493652,0.4684775769710541,3.041449785232544,0.28718748688697815,1e-04
1.8578665256500244,0.533234715461731,3.09104585647583,0.28812500834465027,1e-04
1.6311631202697754,0.5956569314002991,3.131340742111206,0.29218751192092896,1e-04
1.4341776371002197,0.6405666470527649,3.0852530002593994,0.30375000834465027,1e-04
1.273611307144165,0.6829078197479248,3.127484083175659,0.30687499046325684,1e-04
1.1411080360412598,0.7176992297172546,3.1371328830718994,0.31031250953674316,1e-04
1.0205672979354858,0.7502334713935852,3.156545639038086,0.30250000953674316,1e-04
0.9144545793533325,0.7775529026985168,3.2337687015533447,0.3059374988079071,1e-04
0.8367350697517395,0.8019146919250488,3.2140350341796875,0.31062498688697815,1e-04
0.7114757895469666,0.8316469192504883,3.2162768840789795,0.31312501430511475,8e-05
0.6312061548233032,0.8555417060852051,3.2264809608459473,0.3059374988079071,8e-05
0.589597761631012,0.8642590045928955,3.3372602462768555,0.2965624928474426,8e-05
0.5318710207939148,0.8827832937240601,3.2705466747283936,0.3062500059604645,8e-05
0.49570590257644653,0.8904109597206116,3.2998788356781006,0.3087500035762787,8e-05
0.4559439420700073,0.900140106678009,3.2885570526123047,0.3203125,8e-05
0.4353310763835907,0.9015411138534546,3.376173973083496,0.3121874928474426,8e-05
0.40948542952537537,0.9068337678909302,3.4553050994873047,0.30281248688697815,8e-05
0.38649696111679077,0.9139943718910217,3.516655683517456,0.3031249940395355,8e-05
0.36248311400413513,0.9192870259284973,3.4520211219787598,0.3071874976158142,8e-05
0.32754793763160706,0.9276930093765259,3.5078322887420654,0.2996875047683716,8e-05
0.3181169927120209,0.9311954975128174,3.6294751167297363,0.29875001311302185,8e-05
0.29952383041381836,0.9332970380783081,3.4852707386016846,0.31031250953674316,8e-05
0.2909150719642639,0.9378891587257385,3.5489542484283447,0.31031250953674316,8e-05
0.2750515043735504,0.9411581754684448,3.5985536575317383,0.31187498569488525,8e-05
0.2617112398147583,0.9422478079795837,3.7795569896698,0.3050000071525574,8e-05
0.24143417179584503,0.9490971565246582,3.6136863231658936,0.2993749976158142,8e-05
0.24108383059501648,0.9460616707801819,3.8480565547943115,0.2890625,8e-05
0.22180010378360748,0.9526774883270264,3.711167335510254,0.3050000071525574,8e-05
0.22524996101856232,0.9501867890357971,3.692918300628662,0.29781249165534973,8e-05
0.18828068673610687,0.9606942534446716,3.626826524734497,0.3153125047683716,5e-05
0.16748496890068054,0.9655977487564087,3.5768022537231445,0.3178125023841858,5e-05
0.1517031490802765,0.9691002368927002,3.623366355895996,0.3256250023841858,5e-05
0.14837278425693512,0.9710460901260376,3.547919273376465,0.3137499988079071,5e-05
0.14128252863883972,0.9726805686950684,3.6253228187561035,0.31812500953674316,5e-05
0.13563977181911469,0.9745485782623291,3.691056251525879,0.32593750953674316,5e-05
0.13005365431308746,0.9736924171447754,3.6339468955993652,0.3165625035762787,5e-05
0.12590965628623962,0.9764165878295898,3.71067476272583,0.31437501311302185,5e-05
0.1243588849902153,0.9770392179489136,3.8255767822265625,0.31062498688697815,5e-05
0.1188051700592041,0.9785180687904358,3.7320330142974854,0.3187499940395355,5e-05
0.1195804700255394,0.9763387441635132,3.7266411781311035,0.31968748569488525,5e-05
0.11276925355195999,0.976650059223175,3.7794525623321533,0.32249999046325684,5e-05
0.10968423634767532,0.9790629148483276,3.7818381786346436,0.3199999928474426,5e-05
0.10484206676483154,0.9790629148483276,3.7667407989501953,0.3149999976158142,5e-05
0.10048709809780121,0.9827210307121277,3.850827932357788,0.3153125047683716,5e-05
0.0984676331281662,0.9809308648109436,3.807155132293701,0.3112500011920929,5e-05
0.09403443336486816,0.9832658767700195,3.815403938293457,0.31718748807907104,5e-05
0.09620246291160583,0.9817870259284973,3.8484716415405273,0.30656251311302185,5e-05
0.09406424313783646,0.982098400592804,3.8851864337921143,0.31031250953674316,5e-05
